
Warming up...
Eval epoch 0: Reward 4.0
Epoch 0: Loss 2.12, Reward 5.0, Avgloss 2.12, Avgreward 5.00, Epsilon 1.00, TotalStep 220
Epoch 198: Loss 1.40, Reward 3.0, Avgloss 2.42, Avgreward 4.44, Epsilon 0.39, TotalStep 50245
Epoch 199: Loss 2.71, Reward 5.0, Avgloss 2.42, Avgreward 4.44, Epsilon 0.39, TotalStep 50538
Epoch 200: Loss 2.21, Reward 3.0, Avgloss 2.42, Avgreward 4.43, Epsilon 0.38, TotalStep 50740
Epoch 201: Loss 1.87, Reward 3.0, Avgloss 2.42, Avgreward 4.40, Epsilon 0.38, TotalStep 50942
Epoch 202: Loss 2.16, Reward 2.0, Avgloss 2.40, Avgreward 4.33, Epsilon 0.38, TotalStep 51142
Epoch 203: Loss 1.54, Reward 3.0, Avgloss 2.39, Avgreward 4.32, Epsilon 0.38, TotalStep 51318
Epoch 204: Loss 2.03, Reward 1.0, Avgloss 2.39, Avgreward 4.30, Epsilon 0.38, TotalStep 51542
Epoch 205: Loss 1.84, Reward 1.0, Avgloss 2.37, Avgreward 4.24, Epsilon 0.38, TotalStep 51745
Epoch 206: Loss 3.56, Reward 7.0, Avgloss 2.38, Avgreward 4.28, Epsilon 0.38, TotalStep 52119
Epoch 207: Loss 3.00, Reward 6.0, Avgloss 2.39, Avgreward 4.32, Epsilon 0.37, TotalStep 52437
Epoch 208: Loss 2.05, Reward 2.0, Avgloss 2.39, Avgreward 4.29, Epsilon 0.37, TotalStep 52644
Epoch 209: Loss 2.60, Reward 2.0, Avgloss 2.39, Avgreward 4.23, Epsilon 0.37, TotalStep 52879
Epoch 210: Loss 1.90, Reward 3.0, Avgloss 2.38, Avgreward 4.23, Epsilon 0.37, TotalStep 53081
Epoch 211: Loss 2.08, Reward 3.0, Avgloss 2.39, Avgreward 4.23, Epsilon 0.37, TotalStep 53318
Epoch 212: Loss 3.18, Reward 6.0, Avgloss 2.40, Avgreward 4.26, Epsilon 0.36, TotalStep 53668
Epoch 213: Loss 2.64, Reward 7.0, Avgloss 2.41, Avgreward 4.30, Epsilon 0.36, TotalStep 53946
Epoch 214: Loss 2.85, Reward 7.0, Avgloss 2.41, Avgreward 4.32, Epsilon 0.36, TotalStep 54254
Epoch 215: Loss 2.91, Reward 4.0, Avgloss 2.42, Avgreward 4.32, Epsilon 0.36, TotalStep 54535
Epoch 216: Loss 4.25, Reward 12.0, Avgloss 2.43, Avgreward 4.39, Epsilon 0.36, TotalStep 54998
Epoch 217: Loss 1.65, Reward 4.0, Avgloss 2.43, Avgreward 4.41, Epsilon 0.35, TotalStep 55205
Epoch 218: Loss 1.90, Reward 3.0, Avgloss 2.43, Avgreward 4.38, Epsilon 0.35, TotalStep 55407
[34m[1mwandb[39m[22m: Ctrl + C detected. Stopping sweep.
